
     55 atoms

1 atom types

 -200.000 200.000   xlo xhi 
 -200.000 200.000   ylo yhi 
 -200.000 200.000   zlo zhi

 Masses

        1       58.6934

 Atoms

 1  1   155.417 155.166 158.763   
 2  1   152.099 157.563 158.762   
 3  1   158.721 157.58 158.773    
 4  1   154.162 151.27 158.755    
 5  1   151.324 155.155 158.757   
 6  1   156.671 159.061 158.772   
 7  1   159.509 155.176 158.77    
 8  1   158.734 152.769 158.765   
 9  1   154.142 159.055 158.768   
 10 1   156.691 151.277 158.759   
 11 1   152.112 152.752 158.754   
 12 1   157.419 155.823 157.715   
 13 1   156.66 153.467 157.71     
 14 1   155.413 157.273 157.714   
 15 1   153.414 155.813 157.708   
 16 1   154.185 153.461 157.706   
 17 1   155.421 155.17 156.409    
 18 1   155.429 151.688 156.606   
 19 1   153.367 157.981 156.613   
 20 1   158.734 154.102 156.615   
 21 1   157.459 157.991 156.62    
 22 1   156.692 153.434 155.281   
 23 1   155.417 157.323 155.286   
 24 1   154.162 153.428 155.277   
 25 1   153.374 155.831 155.28    
 26 1   152.112 154.085 156.605   
 27 1   157.467 155.842 155.286   
 28 1   157.919 151.748 156.644   
 29 1   155.409 159.405 156.652   
 30 1   152.939 151.736 156.636   
 31 1   151.388 156.468 156.641   
 32 1   159.446 156.489 156.654   
 33 1   155.424 155.173 154.027   
 34 1   157.894 158.596 160.891   
 35 1   156.671 156.904 162.25    
 36 1   155.424 150.926 160.875   
 37 1   155.409 155.158 163.5     
 38 1   156.648 156.871 159.821   
 39 1   153.366 154.49 162.24     
 40 1   157.419 154.518 159.819   
 41 1   153.414 154.508 159.812   
 42 1   159.445 153.863 160.886   
 43 1   155.413 155.162 161.118   
 44 1   152.914 158.583 160.883   
 45 1   153.374 152.34 160.907    
 46 1   151.388 153.843 160.873   
 47 1   154.142 156.897 162.246   
 48 1   157.467 152.351 160.914   
 49 1   155.416 153.008 162.241   
 50 1   158.721 156.246 160.922   
 51 1   155.404 158.644 160.921   
 52 1   157.459 154.5 162.247     
 53 1   155.42 153.058 159.813    
 54 1   154.173 156.864 159.817   
 55 1   152.099 156.23 160.911    
