
     561 atoms

1 atom types

 -200.000 200.000   xlo xhi 
 -200.000 200.000   ylo yhi 
 -200.000 200.000   zlo zhi

 Masses

        1       58.6934

 Atoms

 1  1  155.459 155.109 158.764   
 2  1  150.852 161.451 158.759   
 3  1  155.459 147.27 158.754    
 4  1  148.847 150.306 158.78    
 5  1  148.848 159.914 158.776   
 6  1  148.004 157.532 158.792   
 7  1  152.206 157.473 158.77    
 8  1  155.46 162.948 158.773    
 9  1  154.216 151.284 158.768   
 10 1  162.072 159.912 158.747   
 11 1  160.066 148.766 158.768   
 12 1  157.984 147.336 158.761   
 13 1  150.851 148.767 158.789   
 14 1  162.915 152.686 158.735   
 15 1  163.632 155.108 158.745   
 16 1  160.068 161.45 158.738    
 17 1  158.713 157.472 158.755   
 18 1  162.071 150.304 158.751   
 19 1  147.286 155.11 158.782    
 20 1  152.935 162.882 158.766   
 21 1  158.713 152.745 158.757   
 22 1  156.702 151.284 158.762   
 23 1  154.217 158.934 158.765   
 24 1  151.438 155.109 158.773   
 25 1  159.481 155.108 158.755   
 26 1  152.933 147.336 158.772   
 27 1  157.986 162.882 158.755   
 28 1  148.004 152.687 158.768   
 29 1  162.915 157.531 158.759   
 30 1  156.702 158.933 158.759   
 31 1  152.206 152.745 158.772   
 32 1  153.494 155.747 157.736   
 33 1  155.457 157.173 157.731   
 34 1  154.244 153.439 157.735   
 35 1  156.67 153.438 157.729    
 36 1  157.42 155.746 157.727    
 37 1  155.454 155.108 156.456   
 38 1  157.466 157.875 156.644   
 39 1  155.454 151.687 156.651   
 40 1  153.444 157.876 156.653   
 41 1  152.201 154.051 156.657   
 42 1  155.452 157.222 155.342   
 43 1  154.209 153.397 155.346   
 44 1  157.463 155.761 155.338   
 45 1  156.694 153.397 155.341   
 46 1  158.708 154.051 156.642   
 47 1  153.441 155.761 155.347   
 48 1  155.455 159.284 156.674   
 49 1  153 151.73 156.682        
 50 1  159.427 156.398 156.666   
 51 1  157.909 151.729 156.671   
 52 1  151.483 156.399 156.684   
 53 1  155.449 155.107 154.094   
 54 1  157.497 157.925 154.198   
 55 1  152.144 159.669 157.693   
 56 1  150.096 153.367 157.7     
 57 1  155.449 151.623 154.205   
 58 1  158.771 159.668 157.678   
 59 1  155.456 149.472 157.689   
 60 1  160.818 153.366 157.676   
 61 1  158.762 154.03 154.196    
 62 1  152.136 154.031 154.211   
 63 1  153.402 157.926 154.207   
 64 1  157.484 160.026 155.56    
 65 1  154.204 149.935 155.571   
 66 1  154.202 161.095 157.703   
 67 1  150.922 151.004 157.714   
 68 1  159.991 151.003 157.694   
 69 1  161.538 155.764 157.689   
 70 1  154.191 153.379 152.938   
 71 1  155.447 157.243 152.934   
 72 1  151.403 158.56 155.574    
 73 1  150.147 154.696 155.578   
 74 1  157.478 155.766 152.93    
 75 1  156.702 153.378 152.933   
 76 1  149.376 155.765 157.716   
 77 1  150.152 158.153 157.713   
 78 1  152.946 151.663 154.253   
 79 1  155.45 159.365 154.245    
 80 1  157.952 151.662 154.242   
 81 1  159.499 156.422 154.237   
 82 1  157.959 149.527 157.699   
 83 1  153.421 160.026 155.569   
 84 1  160.763 158.152 157.689   
 85 1  150.918 152.323 155.578   
 86 1  159.502 158.559 155.556   
 87 1  156.699 149.934 155.566   
 88 1  156.713 161.095 157.697   
 89 1  152.954 149.528 157.71    
 90 1  160.757 154.695 155.555   
 91 1  159.986 152.322 155.557   
 92 1  151.4 156.423 154.255     
 93 1  153.415 155.767 152.939   
 94 1  155.453 161.43 155.6      
 95 1  151.736 149.993 155.613   
 96 1  149.44 157.062 155.615    
 97 1  159.168 149.993 155.596   
 98 1  161.465 157.061 155.588   
 99 1  155.444 155.106 151.695   
 100 1 157.515 160.1 153.079     
 101 1 154.183 149.852 153.09    
 102 1 152.11 161.861 156.607    
 103 1 148.779 151.612 156.619   
 104 1 157.511 157.951 151.752   
 105 1 155.443 151.589 151.759   
 106 1 160.843 160.375 156.588   
 107 1 156.716 147.679 156.603   
 108 1 153.38 160.101 153.088    
 109 1 150.839 152.282 153.097   
 110 1 150.067 160.377 156.613   
 111 1 147.999 154.014 156.62    
 112 1 156.709 149.851 153.085   
 113 1 159.557 158.616 153.075   
 114 1 154.191 147.679 156.608   
 115 1 158.8 161.86 156.592      
 116 1 152.099 154.02 151.766    
 117 1 153.377 157.952 151.761   
 118 1 158.789 154.019 151.751   
 119 1 150.058 154.684 153.098   
 120 1 151.337 158.616 153.093   
 121 1 160.835 154.683 153.073   
 122 1 160.054 152.281 153.076   
 123 1 162.129 151.611 156.589   
 124 1 162.91 154.012 156.586    
 125 1 159.537 160.731 154.455   
 126 1 155.449 148.155 154.469   
 127 1 151.364 160.732 154.474   
 128 1 148.837 152.959 154.482   
 129 1 155.444 159.403 151.809   
 130 1 152.918 151.63 151.818    
 131 1 157.969 151.63 151.807    
 132 1 159.531 156.433 151.801   
 133 1 151.357 156.434 151.82    
 134 1 162.062 152.958 154.453   
 135 1 153.407 162.194 154.48    
 136 1 149.631 150.576 154.493   
 137 1 151.671 149.911 153.161   
 138 1 155.447 161.529 153.148   
 139 1 157.494 162.193 154.471   
 140 1 152.937 148.174 154.487   
 141 1 161.558 159.24 154.463    
 142 1 157.961 148.173 154.475   
 143 1 149.636 149.249 156.642   
 144 1 154.193 163.268 156.626   
 145 1 162.826 158.83 156.609    
 146 1 159.229 147.764 156.621   
 147 1 159.221 149.911 153.144   
 148 1 161.555 157.091 153.136   
 149 1 154.178 153.368 150.513   
 150 1 155.441 157.254 150.508   
 151 1 149.342 159.241 154.49    
 152 1 148.079 155.354 154.495   
 153 1 157.484 155.769 150.504   
 154 1 156.704 153.367 150.507   
 155 1 161.272 149.248 156.616   
 156 1 163.606 156.428 156.608   
 157 1 148.084 158.831 156.642   
 158 1 147.304 156.43 156.644    
 159 1 156.718 163.268 156.621   
 160 1 151.679 147.764 156.638   
 161 1 149.339 157.092 153.163   
 162 1 161.267 150.575 154.467   
 163 1 162.821 155.353 154.462   
 164 1 153.398 155.77 150.513    
 165 1 155.451 163.596 154.516   
 166 1 150.459 148.24 154.533    
 167 1 147.377 157.731 154.536   
 168 1 163.524 157.73 154.5      
 169 1 160.439 148.239 154.511   
 170 1 155.438 155.105 149.272   
 171 1 146.672 152.256 155.521   
 172 1 150.027 162.577 155.51    
 173 1 156.732 145.462 157.672   
 174 1 162.16 162.162 157.653    
 175 1 146.677 150.915 157.693   
 176 1 150.82 163.663 157.678    
 177 1 160.879 162.575 155.486   
 178 1 155.451 145.876 155.504   
 179 1 157.519 160.136 150.618   
 180 1 154.165 149.815 150.629   
 181 1 159.587 160.807 151.954   
 182 1 155.443 148.059 151.969   
 183 1 151.303 160.808 151.973   
 184 1 148.742 152.929 151.982   
 185 1 145.889 153.342 157.693   
 186 1 148.756 162.163 157.683   
 187 1 160.095 163.662 157.657   
 188 1 154.18 145.463 157.678    
 189 1 156.716 149.815 150.624   
 190 1 159.584 158.636 150.614   
 191 1 164.236 150.913 157.653   
 192 1 165.025 153.34 157.651    
 193 1 153.364 160.136 150.627   
 194 1 150.803 152.258 150.636   
 195 1 160.867 154.684 150.612   
 196 1 160.078 152.257 150.615   
 197 1 164.231 152.254 155.482   
 198 1 151.3 158.637 150.632     
 199 1 150.015 154.685 150.637   
 200 1 162.146 152.928 151.952   
 201 1 161.351 146.994 157.68    
 202 1 164.996 158.207 157.668   
 203 1 149.549 150.518 152.001   
 204 1 153.373 162.284 151.988   
 205 1 145.914 154.683 155.533   
 206 1 147.986 161.059 155.526   
 207 1 152.901 148.082 151.995   
 208 1 157.517 162.283 151.979   
 209 1 152.1 164.048 155.515     
 210 1 147.485 149.846 155.531   
 211 1 161.63 159.294 151.971    
 212 1 157.986 148.081 151.983   
 213 1 158.806 164.047 155.5     
 214 1 152.909 145.905 155.521   
 215 1 162.919 161.058 155.492   
 216 1 157.994 145.904 155.509   
 217 1 155.458 165.138 157.686   
 218 1 149.561 146.995 157.706   
 219 1 145.919 158.209 157.71    
 220 1 155.438 151.58 149.314    
 221 1 157.511 157.957 149.307   
 222 1 158.791 154.015 149.306   
 223 1 164.99 154.681 155.49     
 224 1 163.419 149.845 155.496   
 225 1 152.086 154.016 149.321   
 226 1 153.367 157.957 149.317   
 227 1 149.259 159.295 151.999   
 228 1 147.978 155.354 152.003   
 229 1 161.339 150.517 151.975   
 230 1 162.911 155.353 151.97    
 231 1 147.56 148.549 157.705    
 232 1 152.926 165.057 157.687   
 233 1 159.544 162.901 153.366   
 234 1 154.179 146.393 153.384   
 235 1 151.352 162.902 153.384   
 236 1 147.551 151.209 153.397   
 237 1 146.778 160.591 157.702   
 238 1 145.213 155.776 157.708   
 239 1 155.442 161.57 150.713    
 240 1 151.641 149.876 150.727   
